,Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg,Unnamed: 0,v1Act1,v1Act2,v1ActAvg,v1Sent1,v1Sent2,v1SentAvg,v2Act1,v2Act2,v2ActAvg,v2Sent1,v2Sent2,v2SentAvg,v3Act1,v3Act2,v3ActAvg,v3Sent1,v3Sent2,v3SentAvg
804,2015 12 07 4,6,6,6.0,2,3,2.5,7.0,6,6.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 12 07 4,,,,,,,,,,,,,3.0,,3.0,5.0,,5.0
805,2015 12 07 5,7,7,7.0,3,3,3.0,7.0,6,6.5,5.0,3,4.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 12 07 5,6.0,,6.0,4.0,,4.0,5.0,6.0,5.5,5.0,4.0,4.5,,,,,,
806,2015 12 07 6,6,6,6.0,10,9,9.5,6.0,5,5.5,10.0,8,9.0,6.0,6.0,6.0,7.0,8.0,7.5,2015 12 07 6,,,,,,,6.0,,6.0,8.0,,8.0,,,,,,
807,2015 12 07 7,6,7,6.5,2,3,2.5,6.0,7,6.5,3.0,3,3.0,5.0,6.0,5.5,3.0,4.0,3.5,2015 12 07 7,,,,,,,6.0,,6.0,4.0,,4.0,5.0,,5.0,4.0,,4.0
808,2015 12 07 8,6,7,6.5,7,4,5.5,5.0,6,5.5,4.0,5,4.5,7.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,
809,2015 12 07 9,7,7,7.0,8,7,7.5,5.0,3,4.0,9.0,6,7.5,6.0,6.0,6.0,7.0,7.0,7.0,2015 12 07 9,7.0,,7.0,7.0,,7.0,,,,,,,,,,,,
810,2015 06 17 0,7,6,6.5,3,3,3.0,6.0,6,6.0,4.0,4,4.0,6.0,6.0,6.0,3.0,4.0,3.5,2015 06 17 0,6.0,,6.0,4.0,,4.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,4.0,,4.0
811,2015 06 17 1,8,7,7.5,2,2,2.0,8.0,6,7.0,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 06 17 1,7.0,,7.0,3.0,,3.0,,,,,,,7.0,,7.0,4.0,,4.0
812,2015 06 17 2,6,6,6.0,3,3,3.0,5.0,7,6.0,4.0,3,3.5,7.0,5.0,6.0,4.0,4.0,4.0,2015 06 17 2,,,,,,,6.0,,6.0,6.0,,6.0,,,,,,
813,2015 06 17 3,6,7,6.5,8,9,8.5,5.0,5,5.0,8.0,6,7.0,4.0,5.0,4.5,7.0,7.0,7.0,2015 06 17 3,,,,,,,5.0,,5.0,7.0,,7.0,,,,,,
814,2015 06 17 4,6,6,6.0,4,6,5.0,7.0,6,6.5,4.0,4,4.0,7.0,6.0,6.5,7.0,3.0,5.0,2015 06 17 4,6.0,,6.0,5.0,,5.0,7.0,7.0,7.0,6.0,6.0,6.0,,,,,,
815,2015 06 17 5,5,6,5.5,8,8,8.0,5.0,5,5.0,7.0,6,6.5,6.0,6.0,6.0,8.0,7.0,7.5,,,,,,,,,,,,,,,,,,,
816,2015 06 17 6,6,8,7.0,4,6,5.0,6.0,6,6.0,1.0,4,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2015 06 17 6,5.0,6.0,5.5,3.0,3.0,3.0,5.0,,5.0,3.0,,3.0,,,,,,
817,2015 06 17 7,6,7,6.5,2,3,2.5,6.0,7,6.5,0.0,2,1.0,7.0,7.0,7.0,3.0,2.0,2.5,2015 06 17 7,6.0,,6.0,2.0,,2.0,6.0,,6.0,2.0,,2.0,,,,,,
818,2015 06 17 8,7,7,7.0,0,2,1.0,5.0,6,5.5,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 06 17 8,6.0,,6.0,3.0,,3.0,,,,,,,6.0,,6.0,2.0,,2.0
819,2015 06 17 9,6,7,6.5,4,4,4.0,8.0,5,6.5,5.0,5,5.0,6.0,5.0,5.5,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
820,2015 06 12 0,6,6,6.0,7,7,7.0,5.0,5,5.0,7.0,7,7.0,4.0,4.0,4.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,
821,2015 06 12 1,6,7,6.5,8,7,7.5,6.0,4,5.0,9.0,7,8.0,4.0,3.0,3.5,6.0,6.0,6.0,2015 06 12 1,5.0,,5.0,5.0,,5.0,5.0,,5.0,7.0,,7.0,,,,,,
822,2015 06 12 2,7,7,7.0,2,3,2.5,6.0,6,6.0,6.0,3,4.5,6.0,7.0,6.5,3.0,4.0,3.5,2015 06 12 2,,,,,,,8.0,,8.0,4.0,,4.0,,,,,,
823,2015 06 12 3,7,6,6.5,8,8,8.0,5.0,5,5.0,10.0,7,8.5,6.0,6.0,6.0,7.0,6.0,6.5,2015 06 12 3,5.0,,5.0,5.0,,5.0,,,,,,,,,,,,
824,2015 06 12 4,7,6,6.5,2,2,2.0,5.0,6,5.5,3.0,4,3.5,6.0,6.0,6.0,3.0,3.0,3.0,2015 06 12 4,5.0,,5.0,4.0,,4.0,5.0,,5.0,3.0,,3.0,,,,,,
825,2015 06 12 5,6,6,6.0,6,7,6.5,5.0,6,5.5,5.0,5,5.0,6.0,6.0,6.0,7.0,6.0,6.5,2015 06 12 5,,,,,,,6.0,,6.0,5.0,,5.0,,,,,,
826,2015 06 12 6,6,7,6.5,7,8,7.5,7.0,6,6.5,5.0,4,4.5,4.0,5.0,4.5,7.0,6.0,6.5,2015 06 12 6,5.0,,5.0,5.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
827,2015 06 12 7,6,6,6.0,9,8,8.5,5.0,5,5.0,9.0,7,8.0,5.0,5.0,5.0,7.0,6.0,6.5,2015 06 12 7,,,,,,,6.0,6.0,6.0,8.0,8.0,8.0,,,,,,
828,2015 06 12 8,6,6,6.0,7,5,6.0,5.0,5,5.0,7.0,8,7.5,5.0,4.0,4.5,6.0,6.0,6.0,2015 06 12 8,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
829,2015 06 12 9,5,6,5.5,5,7,6.0,6.0,5,5.5,5.0,7,6.0,5.0,5.0,5.0,6.0,6.0,6.0,2015 06 12 9,,,,,,,6.0,,6.0,6.0,,6.0,,,,,,
830,2015 06 09 0,6,7,6.5,0,0,0.0,6.0,6,6.0,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
831,2015 06 09 1,7,7,7.0,1,1,1.0,6.0,6,6.0,4.0,3,3.5,6.0,7.0,6.5,3.0,3.0,3.0,2015 06 09 1,6.0,,6.0,4.0,,4.0,,,,,,,5.0,6.0,5.5,5.0,4.0,4.5
832,2015 06 09 2,6,6,6.0,2,3,2.5,6.0,6,6.0,4.0,4,4.0,6.0,6.0,6.0,4.0,3.0,3.5,2015 06 09 2,,,,,,,,,,,,,5.0,,5.0,5.0,,5.0
833,2015 06 09 3,7,7,7.0,2,2,2.0,7.0,6,6.5,3.0,3,3.0,7.0,7.0,7.0,4.0,4.0,4.0,2015 06 09 3,7.0,8.0,7.5,2.0,2.0,2.0,,,,,,,,,,,,
834,2015 06 09 4,7,8,7.5,2,1,1.5,5.0,5,5.0,3.0,4,3.5,6.0,6.0,6.0,3.0,4.0,3.5,2015 06 09 4,5.0,,5.0,4.0,,4.0,,,,,,,,,,,,
835,2015 06 09 5,6,7,6.5,2,3,2.5,7.0,5,6.0,2.0,3,2.5,7.0,8.0,7.5,3.0,3.0,3.0,2015 06 09 5,7.0,,7.0,2.0,,2.0,,,,,,,,,,,,
836,2015 06 09 6,6,7,6.5,8,8,8.0,6.0,5,5.5,10.0,7,8.5,6.0,5.0,5.5,5.0,6.0,5.5,2015 06 09 6,,,,,,,,,,,,,3.0,,3.0,5.0,,5.0
837,2015 06 09 7,8,7,7.5,0,2,1.0,8.0,7,7.5,1.0,3,2.0,8.0,7.0,7.5,2.0,3.0,2.5,2015 06 09 7,8.0,,8.0,1.0,,1.0,,,,,,,,,,,,
838,2015 06 09 8,7,7,7.0,9,10,9.5,7.0,5,6.0,10.0,6,8.0,4.0,6.0,5.0,7.0,7.0,7.0,2015 06 09 8,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
839,2015 06 09 9,5,6,5.5,6,7,6.5,5.0,5,5.0,5.0,6,5.5,4.0,3.0,3.5,6.0,6.0,6.0,2015 06 09 9,5.0,3.0,4.0,7.0,5.0,6.0,,,,,,,,,,,,
840,2015 06 04 0,6,7,6.5,9,8,8.5,3.0,3,3.0,8.0,7,7.5,6.0,6.0,6.0,7.0,7.0,7.0,2015 06 04 0,5.0,,5.0,5.0,,5.0,,,,,,,6.0,,6.0,5.0,,5.0
841,2015 06 04 1,7,7,7.0,3,3,3.0,8.0,5,6.5,5.0,6,5.5,6.0,6.0,6.0,4.0,4.0,4.0,2015 06 04 1,5.0,,5.0,3.0,,3.0,4.0,5.0,4.5,4.0,3.0,3.5,,,,,,
842,2015 06 04 2,6,7,6.5,8,8,8.0,5.0,5,5.0,9.0,7,8.0,4.0,5.0,4.5,7.0,6.0,6.5,,,,,,,,,,,,,,,,,,,
843,2015 06 04 3,7,7,7.0,2,3,2.5,7.0,6,6.5,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 06 04 3,,,,,,,7.0,,7.0,3.0,,3.0,7.0,,7.0,4.0,,4.0
844,2015 06 04 4,6,6,6.0,3,4,3.5,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,4.0,4.0,4.0,2015 06 04 4,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
845,2015 06 04 5,7,8,7.5,0,2,1.0,5.0,5,5.0,2.0,2,2.0,6.0,6.0,6.0,3.0,3.0,3.0,2015 06 04 5,6.0,,6.0,3.0,,3.0,7.0,,7.0,1.0,,1.0,,,,,,
846,2015 06 04 6,7,7,7.0,2,4,3.0,5.0,6,5.5,6.0,6,6.0,7.0,6.0,6.5,3.0,6.0,4.5,2015 06 04 6,,,,,,,,,,,,,3.0,,3.0,5.0,,5.0
847,2015 06 04 7,8,7,7.5,2,3,2.5,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,4.0,3.5,2015 06 04 7,6.0,6.0,6.0,3.0,3.0,3.0,,,,,,,,,,,,
848,2015 06 04 8,6,6,6.0,4,3,3.5,5.0,5,5.0,4.0,4,4.0,5.0,6.0,5.5,3.0,4.0,3.5,2015 06 04 8,7.0,,7.0,2.0,,2.0,8.0,8.0,8.0,3.0,3.0,3.0,,,,,,
849,2015 06 04 9,6,6,6.0,1,3,2.0,7.0,5,6.0,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
850,2015 06 01 0,6,6,6.0,10,9,9.5,5.0,5,5.0,9.0,6,7.5,5.0,5.0,5.0,5.0,6.0,5.5,2015 06 01 0,5.0,,5.0,5.0,,5.0,5.0,,5.0,7.0,,7.0,5.0,5.0,5.0,5.0,5.0,5.0
851,2015 06 01 1,6,6,6.0,8,8,8.0,4.0,5,4.5,7.0,6,6.5,5.0,6.0,5.5,7.0,7.0,7.0,2015 06 01 1,,,,,,,,,,,,,3.0,,3.0,5.0,,5.0
852,2015 06 01 2,6,7,6.5,3,3,3.0,6.0,5,5.5,4.0,3,3.5,6.0,5.0,5.5,3.0,4.0,3.5,2015 06 01 2,,,,,,,6.0,,6.0,4.0,,4.0,,,,,,
853,2015 06 01 3,6,6,6.0,8,7,7.5,5.0,3,4.0,7.0,7,7.0,4.0,5.0,4.5,6.0,6.0,6.0,2015 06 01 3,2.0,,2.0,5.0,,5.0,5.0,,5.0,8.0,,8.0,,,,,,
854,2015 06 01 4,7,8,7.5,2,2,2.0,7.0,6,6.5,3.0,4,3.5,6.0,7.0,6.5,2.0,3.0,2.5,2015 06 01 4,7.0,6.0,6.5,2.0,2.0,2.0,,,,,,,,,,,,
855,2015 06 01 5,6,6,6.0,3,3,3.0,3.0,6,4.5,4.0,4,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2015 06 01 5,4.0,,4.0,5.0,,5.0,,,,,,,,,,,,
856,2015 06 01 6,7,7,7.0,7,9,8.0,6.0,6,6.0,9.0,7,8.0,4.0,5.0,4.5,7.0,7.0,7.0,2015 06 01 6,,,,,,,6.0,6.0,6.0,8.0,7.0,7.5,,,,,,
857,2015 06 01 7,8,7,7.5,0,1,0.5,8.0,5,6.5,2.0,3,2.5,6.0,7.0,6.5,3.0,3.0,3.0,2015 06 01 7,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,,,,,,,
858,2015 06 01 8,8,8,8.0,8,7,7.5,7.0,5,6.0,10.0,6,8.0,5.0,7.0,6.0,7.0,7.0,7.0,2015 06 01 8,,,,,,,7.0,7.0,7.0,6.0,7.0,6.5,,,,,,
859,2015 06 01 9,6,7,6.5,3,6,4.5,6.0,6,6.0,8.0,4,6.0,4.0,6.0,5.0,4.0,4.0,4.0,2015 06 01 9,6.0,,6.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,5.0,,5.0
860,2015 05 27 0,4,8,6.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2015 05 27 0,6.0,6.0,6.0,3.0,3.0,3.0,6.0,5.0,5.5,4.0,5.0,4.5,6.0,,6.0,5.0,,5.0
861,2015 05 27 1,6,8,7.0,3,3,3.0,6.0,6,6.0,4.0,4,4.0,6.0,6.0,6.0,4.0,4.0,4.0,2015 05 27 1,7.0,6.0,6.5,3.0,4.0,3.5,6.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,6.0,5.0,5.0,5.0
862,2015 05 27 2,6,6,6.0,6,8,7.0,7.0,5,6.0,6.0,4,5.0,7.0,5.0,6.0,3.0,4.0,3.5,2015 05 27 2,7.0,,7.0,2.0,,2.0,7.0,7.0,7.0,6.0,4.0,5.0,6.0,,6.0,4.0,,4.0
863,2015 05 27 3,8,6,7.0,0,2,1.0,9.0,8,8.5,2.0,3,2.5,6.0,8.0,7.0,2.0,3.0,2.5,2015 05 27 3,7.0,6.0,6.5,2.0,3.0,2.5,7.0,,7.0,2.0,,2.0,6.0,,6.0,4.0,,4.0
864,2015 05 27 4,6,6,6.0,2,3,2.5,6.0,6,6.0,4.0,4,4.0,5.0,6.0,5.5,3.0,3.0,3.0,2015 05 27 4,,,,,,,6.0,7.0,6.5,2.0,2.0,2.0,,,,,,
865,2015 05 27 5,6,6,6.0,3,3,3.0,6.0,6,6.0,3.0,3,3.0,6.0,6.0,6.0,4.0,4.0,4.0,2015 05 27 5,5.0,6.0,5.5,4.0,4.0,4.0,,,,,,,6.0,,6.0,3.0,,3.0
866,2015 05 27 6,6,6,6.0,4,4,4.0,7.0,5,6.0,5.0,5,5.0,6.0,5.0,5.5,7.0,6.0,6.5,2015 05 27 6,5.0,5.0,5.0,3.0,4.0,3.5,6.0,6.0,6.0,5.0,5.0,5.0,,,,,,
867,2015 05 27 7,3,4,3.5,5,5,5.0,5.0,5,5.0,5.0,5,5.0,2.0,3.0,2.5,5.0,5.0,5.0,2015 05 27 7,6.0,,6.0,4.0,,4.0,6.0,6.0,6.0,4.0,5.0,4.5,5.0,,5.0,5.0,,5.0
868,2015 05 27 8,6,7,6.5,5,4,4.5,5.0,5,5.0,5.0,5,5.0,3.0,5.0,4.0,5.0,6.0,5.5,2015 05 27 8,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,,,,,,
869,2015 05 27 9,7,7,7.0,2,3,2.5,8.0,6,7.0,3.0,4,3.5,7.0,6.0,6.5,3.0,4.0,3.5,2015 05 27 9,5.0,6.0,5.5,3.0,4.0,3.5,6.0,,6.0,3.0,,3.0,6.0,6.0,6.0,5.0,5.0,5.0
870,2015 05 15 0,8,8,8.0,2,2,2.0,7.0,7,7.0,1.0,2,1.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 05 15 0,4.0,5.0,4.5,7.0,0.0,3.5,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,,5.0
871,2015 05 15 1,7,7,7.0,8,9,8.5,5.0,5,5.0,10.0,7,8.5,5.0,6.0,5.5,7.0,7.0,7.0,2015 05 15 1,,,,,,,5.0,,5.0,6.0,,6.0,3.0,,3.0,6.0,,6.0
872,2015 05 15 2,9,8,8.5,0,2,1.0,7.0,6,6.5,1.0,3,2.0,8.0,8.0,8.0,2.0,2.0,2.0,2015 05 15 2,8.0,,8.0,2.0,,2.0,9.0,,9.0,1.0,,1.0,,,,,,
873,2015 05 15 3,4,7,5.5,5,4,4.5,4.0,5,4.5,5.0,5,5.0,4.0,5.0,4.5,5.0,5.0,5.0,2015 05 15 3,4.0,,4.0,4.0,,4.0,,,,,,,,,,,,
874,2015 05 15 4,8,7,7.5,3,2,2.5,8.0,8,8.0,2.0,3,2.5,7.0,6.0,6.5,3.0,4.0,3.5,2015 05 15 4,5.0,6.0,5.5,4.0,3.0,3.5,,,,,,,,,,,,
875,2015 05 15 5,6,6,6.0,3,3,3.0,9.0,7,8.0,1.0,3,2.0,7.0,6.0,6.5,3.0,4.0,3.5,2015 05 15 5,6.0,7.0,6.5,3.0,2.0,2.5,7.0,6.0,6.5,3.0,3.0,3.0,,,,,,
876,2015 05 15 6,6,7,6.5,4,3,3.5,5.0,5,5.0,5.0,5,5.0,6.0,4.0,5.0,5.0,5.0,5.0,2015 05 15 6,5.0,,5.0,3.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0
877,2015 05 15 7,6,6,6.0,9,10,9.5,5.0,5,5.0,10.0,7,8.5,4.0,5.0,4.5,7.0,7.0,7.0,2015 05 15 7,3.0,5.0,4.0,5.0,7.0,6.0,6.0,,6.0,8.0,,8.0,4.0,,4.0,7.0,,7.0
878,2015 05 15 8,6,6,6.0,7,7,7.0,8.0,6,7.0,6.0,5,5.5,6.0,6.0,6.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,
879,2015 05 15 9,6,6,6.0,4,4,4.0,4.0,5,4.5,8.0,6,7.0,6.0,4.0,5.0,4.0,6.0,5.0,2015 05 15 9,4.0,2.0,3.0,5.0,5.0,5.0,4.0,,4.0,5.0,,5.0,4.0,,4.0,5.0,,5.0
880,2015 05 12 0,9,8,8.5,0,0,0.0,10.0,7,8.5,1.0,2,1.5,7.0,7.0,7.0,2.0,3.0,2.5,2015 05 12 0,6.0,,6.0,3.0,,3.0,6.0,,6.0,3.0,,3.0,,,,,,
881,2015 05 12 1,7,7,7.0,10,10,10.0,5.0,2,3.5,9.0,8,8.5,3.0,5.0,4.0,8.0,7.0,7.5,2015 05 12 1,5.0,,5.0,6.0,,6.0,,,,,,,5.0,,5.0,6.0,,6.0
882,2015 05 12 2,7,7,7.0,3,3,3.0,10.0,8,9.0,3.0,2,2.5,7.0,6.0,6.5,7.0,4.0,5.5,2015 05 12 2,3.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,5.5,5.0,6.0,5.5,3.0,,3.0,5.0,,5.0
883,2015 05 12 3,5,6,5.5,7,7,7.0,5.0,5,5.0,7.0,6,6.5,4.0,5.0,4.5,6.0,6.0,6.0,2015 05 12 3,,,,,,,5.0,6.0,5.5,5.0,6.0,5.5,5.0,,5.0,5.0,,5.0
884,2015 05 12 4,7,8,7.5,2,2,2.0,5.0,5,5.0,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2015 05 12 4,7.0,7.0,7.0,2.0,3.0,2.5,7.0,7.0,7.0,2.0,2.0,2.0,,,,,,
885,2015 05 12 5,7,6,6.5,2,3,2.5,6.0,6,6.0,4.0,4,4.0,7.0,6.0,6.5,4.0,3.0,3.5,,,,,,,,,,,,,,,,,,,
886,2015 05 12 6,6,6,6.0,8,8,8.0,6.0,5,5.5,5.0,6,5.5,5.0,6.0,5.5,5.0,6.0,5.5,2015 05 12 6,6.0,5.0,5.5,5.0,5.0,5.0,5.0,,5.0,9.0,,9.0,5.0,,5.0,5.0,,5.0
887,2015 05 12 7,6,6,6.0,3,3,3.0,7.0,3,5.0,4.0,5,4.5,6.0,6.0,6.0,4.0,4.0,4.0,2015 05 12 7,6.0,,6.0,3.0,,3.0,8.0,,8.0,2.0,,2.0,,,,,,
888,2015 05 12 8,6,7,6.5,0,2,1.0,5.0,6,5.5,3.0,3,3.0,5.0,7.0,6.0,3.0,3.0,3.0,2015 05 12 8,,,,,,,6.0,6.0,6.0,3.0,2.0,2.5,,,,,,
889,2015 05 12 9,6,6,6.0,5,5,5.0,5.0,5,5.0,5.0,6,5.5,6.0,6.0,6.0,4.0,4.0,4.0,2015 05 12 9,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.5,5.0,5.0,5.0,,,,,,
890,2015 04 29 0,6,6,6.0,3,3,3.0,6.0,5,5.5,8.0,7,7.5,7.0,6.0,6.5,4.0,4.0,4.0,2015 04 29 0,7.0,6.0,6.5,3.0,4.0,3.5,8.0,7.0,7.5,5.0,3.0,4.0,7.0,6.0,6.5,4.0,5.0,4.5
891,2015 04 29 1,5,6,5.5,6,4,5.0,6.0,6,6.0,4.0,3,3.5,5.0,5.0,5.0,3.0,4.0,3.5,2015 04 29 1,7.0,7.0,7.0,3.0,3.0,3.0,7.0,,7.0,5.0,,5.0,7.0,,7.0,4.0,,4.0
892,2015 04 29 2,7,7,7.0,9,10,9.5,6.0,5,5.5,9.0,7,8.0,6.0,5.0,5.5,7.0,7.0,7.0,2015 04 29 2,7.0,6.0,6.5,10.0,7.0,8.5,6.0,6.0,6.0,9.0,9.0,9.0,6.0,4.0,5.0,6.0,5.0,5.5
893,2015 04 29 3,6,7,6.5,6,6,6.0,5.0,5,5.0,5.0,6,5.5,6.0,5.0,5.5,4.0,5.0,4.5,2015 04 29 3,6.0,,6.0,4.0,,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,5.0,5.0,,5.0
894,2015 04 29 4,6,6,6.0,9,8,8.5,5.0,5,5.0,7.0,6,6.5,4.0,4.0,4.0,6.0,6.0,6.0,2015 04 29 4,5.0,5.0,5.0,6.0,5.0,5.5,5.0,,5.0,6.0,,6.0,5.0,,5.0,5.0,,5.0
895,2015 04 29 5,7,7,7.0,2,2,2.0,6.0,6,6.0,3.0,4,3.5,6.0,5.0,5.5,3.0,5.0,4.0,2015 04 29 5,,,,,,,6.0,,6.0,4.0,,4.0,,,,,,
896,2015 04 29 6,5,8,6.5,4,2,3.0,6.0,6,6.0,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
897,2015 04 29 7,7,7,7.0,1,3,2.0,7.0,6,6.5,4.0,2,3.0,6.0,6.0,6.0,3.0,2.0,2.5,2015 04 29 7,7.0,7.0,7.0,2.0,3.0,2.5,7.0,,7.0,3.0,,3.0,6.0,,6.0,2.0,,2.0
898,2015 04 29 8,8,7,7.5,1,3,2.0,9.0,8,8.5,1.0,4,2.5,7.0,7.0,7.0,2.0,3.0,2.5,2015 04 29 8,6.0,6.0,6.0,2.0,4.0,3.0,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,
899,2015 04 29 9,6,6,6.0,2,2,2.0,6.0,5,5.5,3.0,4,3.5,5.0,6.0,5.5,3.0,3.0,3.0,2015 04 29 9,6.0,7.0,6.5,4.0,3.0,3.5,6.0,7.0,6.5,3.0,2.0,2.5,,,,,,
900,2015 04 24 0,7,7,7.0,1,2,1.5,6.0,6,6.0,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0,2015 04 24 0,6.0,7.0,6.5,3.0,3.0,3.0,6.0,,6.0,2.0,,2.0,,,,,,
901,2015 04 24 1,6,6,6.0,5,4,4.5,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2015 04 24 1,5.0,6.0,5.5,4.0,5.0,4.5,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
902,2015 04 24 2,6,6,6.0,1,0,0.5,7.0,6,6.5,3.0,3,3.0,6.0,7.0,6.5,3.0,3.0,3.0,2015 04 24 2,6.0,6.0,6.0,3.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,,,,,,
903,2015 04 24 3,7,7,7.0,1,2,1.5,5.0,6,5.5,4.0,4,4.0,7.0,5.0,6.0,3.0,3.0,3.0,2015 04 24 3,5.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,,2.0,2.0,,2.0
904,2015 04 24 4,7,7,7.0,3,3,3.0,8.0,7,7.5,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 04 24 4,,,,,,,9.0,8.0,8.5,2.0,1.0,1.5,8.0,,8.0,3.0,,3.0
905,2015 04 24 5,6,6,6.0,3,2,2.5,6.0,5,5.5,3.0,4,3.5,6.0,6.0,6.0,4.0,3.0,3.5,2015 04 24 5,5.0,,5.0,4.0,,4.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
906,2015 04 24 6,7,7,7.0,2,2,2.0,6.0,7,6.5,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 04 24 6,6.0,6.0,6.0,3.0,3.0,3.0,6.0,,6.0,3.0,,3.0,6.0,5.0,5.5,5.0,5.0,5.0
907,2015 04 24 7,6,7,6.5,4,3,3.5,6.0,5,5.5,5.0,5,5.0,7.0,7.0,7.0,4.0,3.0,3.5,2015 04 24 7,,,,,,,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,
908,2015 04 24 8,9,7,8.0,3,3,3.0,5.0,6,5.5,4.0,4,4.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 04 24 8,,,,,,,7.0,,7.0,4.0,,4.0,6.0,6.0,6.0,4.0,5.0,4.5
909,2015 04 24 9,6,6,6.0,7,8,7.5,5.0,2,3.5,10.0,7,8.5,4.0,5.0,4.5,6.0,6.0,6.0,2015 04 24 9,5.0,5.0,5.0,5.0,4.0,4.5,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,5.0,5.0,,5.0
910,2015 04 21 0,7,7,7.0,2,3,2.5,6.0,6,6.0,2.0,3,2.5,6.0,6.0,6.0,3.0,3.0,3.0,2015 04 21 0,5.0,,5.0,3.0,,3.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,,4.0,4.0,,4.0
911,2015 04 21 1,6,7,6.5,3,3,3.0,6.0,5,5.5,4.0,4,4.0,7.0,7.0,7.0,4.0,3.0,3.5,2015 04 21 1,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,,,,,,
912,2015 04 21 2,8,8,8.0,0,2,1.0,9.0,7,8.0,1.0,3,2.0,7.0,8.0,7.5,3.0,3.0,3.0,2015 04 21 2,,,,,,,7.0,7.0,7.0,2.0,2.0,2.0,6.0,6.0,6.0,5.0,3.0,4.0
913,2015 04 21 3,8,8,8.0,0,0,0.0,8.0,7,7.5,1.0,2,1.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 04 21 3,6.0,,6.0,3.0,,3.0,,,,,,,6.0,5.0,5.5,5.0,4.0,4.5
914,2015 04 21 4,6,6,6.0,4,4,4.0,9.0,6,7.5,5.0,5,5.0,6.0,4.0,5.0,5.0,5.0,5.0,2015 04 21 4,4.0,5.0,4.5,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
