,Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg,Unnamed: 0,v1Act1,v1Act2,v1ActAvg,v1Sent1,v1Sent2,v1SentAvg,v2Act1,v2Act2,v2ActAvg,v2Sent1,v2Sent2,v2SentAvg,v3Act1,v3Act2,v3ActAvg,v3Sent1,v3Sent2,v3SentAvg
199,2017 06 13 9,6,6,6.0,7,4,5.5,6.0,5,5.5,8.0,5,6.5,7.0,5.0,6.0,6.0,6.0,6.0,2017 06 13 9,5.0,5.0,5.0,9.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,5.0,5.0,,5.0
200,2017 06 09 0,8,7,7.5,7,7,7.0,7.0,5,6.0,9.0,7,8.0,7.0,7.0,7.0,7.0,6.0,6.5,2017 06 09 0,4.0,6.0,5.0,6.0,4.0,5.0,7.0,6.0,6.5,7.0,7.0,7.0,5.0,,5.0,6.0,,6.0
201,2017 06 09 1,4,6,5.0,6,8,7.0,5.0,5,5.0,6.0,6,6.0,4.0,5.0,4.5,6.0,6.0,6.0,2017 06 09 1,6.0,5.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,,4.0,5.0,,5.0
202,2017 06 09 2,6,7,6.5,9,8,8.5,3.0,3,3.0,10.0,7,8.5,4.0,5.0,4.5,6.0,6.0,6.0,2017 06 09 2,6.0,,6.0,4.0,,4.0,7.0,,7.0,6.0,,6.0,5.0,,5.0,5.0,,5.0
203,2017 06 09 3,7,7,7.0,0,2,1.0,7.0,6,6.5,4.0,3,3.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 06 09 3,,,,,,,2.0,6.0,4.0,6.0,2.0,4.0,5.0,,5.0,5.0,,5.0
204,2017 06 09 4,6,6,6.0,8,7,7.5,8.0,6,7.0,5.0,6,5.5,6.0,5.0,5.5,6.0,6.0,6.0,2017 06 09 4,6.0,5.0,5.5,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
205,2017 06 09 5,7,6,6.5,8,9,8.5,3.0,2,2.5,8.0,8,8.0,7.0,6.0,6.5,7.0,7.0,7.0,2017 06 09 5,4.0,5.0,4.5,5.0,5.0,5.0,7.0,5.0,6.0,5.0,8.0,6.5,,,,,,
206,2017 06 09 6,7,7,7.0,2,3,2.5,9.0,7,8.0,4.0,5,4.5,8.0,8.0,8.0,2.0,3.0,2.5,2017 06 09 6,,,,,,,7.0,3.0,5.0,2.0,6.0,4.0,5.0,,5.0,6.0,,6.0
207,2017 06 09 7,7,7,7.0,3,3,3.0,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 06 09 7,6.0,6.0,6.0,3.0,3.0,3.0,2.0,7.0,4.5,7.0,4.0,5.5,,,,,,
208,2017 06 09 8,4,6,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,6.0,5.5,4.0,6.0,5.0,2017 06 09 8,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
209,2017 06 09 9,6,6,6.0,9,8,8.5,6.0,2,4.0,7.0,6,6.5,4.0,4.0,4.0,6.0,6.0,6.0,2017 06 09 9,5.0,,5.0,5.0,,5.0,,,,,,,4.0,,4.0,6.0,,6.0
210,2017 06 06 0,6,6,6.0,7,7,7.0,6.0,5,5.5,6.0,7,6.5,5.0,6.0,5.5,7.0,7.0,7.0,2017 06 06 0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.5,5.0,6.0,5.5,5.0,,5.0,6.0,,6.0
211,2017 06 06 1,8,8,8.0,2,2,2.0,9.0,7,8.0,2.0,3,2.5,8.0,8.0,8.0,2.0,2.0,2.0,2017 06 06 1,3.0,8.0,5.5,7.0,3.0,5.0,7.0,7.0,7.0,3.0,3.0,3.0,6.0,4.0,5.0,4.0,6.0,5.0
212,2017 06 06 2,5,5,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 06 06 2,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
213,2017 06 06 3,6,7,6.5,6,4,5.0,7.0,5,6.0,6.0,5,5.5,6.0,5.0,5.5,7.0,6.0,6.5,2017 06 06 3,5.0,5.0,5.0,2.0,5.0,3.5,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
214,2017 06 06 4,7,8,7.5,1,2,1.5,8.0,8,8.0,1.0,1,1.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 06 06 4,,,,,,,6.0,7.0,6.5,2.0,2.0,2.0,,,,,,
215,2017 06 06 5,6,6,6.0,4,4,4.0,7.0,7,7.0,1.0,3,2.0,7.0,7.0,7.0,2.0,4.0,3.0,2017 06 06 5,2.0,,2.0,6.0,,6.0,6.0,,6.0,2.0,,2.0,5.0,,5.0,5.0,,5.0
216,2017 06 06 6,6,6,6.0,8,7,7.5,5.0,5,5.0,9.0,7,8.0,4.0,5.0,4.5,7.0,6.0,6.5,2017 06 06 6,,,,,,,6.0,6.0,6.0,6.0,7.0,6.5,6.0,6.0,6.0,5.0,6.0,5.5
217,2017 06 06 7,6,6,6.0,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,5.0,5.0,7.0,7.0,7.0,2017 06 06 7,7.0,4.0,5.5,3.0,6.0,4.5,7.0,7.0,7.0,7.0,7.0,7.0,5.0,,5.0,5.0,,5.0
218,2017 06 06 8,6,7,6.5,3,3,3.0,7.0,6,6.5,3.0,3,3.0,7.0,6.0,6.5,3.0,4.0,3.5,2017 06 06 8,3.0,6.0,4.5,6.0,4.0,5.0,6.0,,6.0,3.0,,3.0,6.0,6.0,6.0,6.0,4.0,5.0
219,2017 06 06 9,9,7,8.0,7,8,7.5,7.0,5,6.0,7.0,5,6.0,8.0,7.0,7.5,2.0,2.0,2.0,2017 06 06 9,6.0,6.0,6.0,3.0,4.0,3.5,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
220,2017 06 01 0,7,7,7.0,2,3,2.5,6.0,5,5.5,4.0,3,3.5,7.0,6.0,6.5,4.0,3.0,3.5,2017 06 01 0,6.0,,6.0,4.0,,4.0,6.0,3.0,4.5,3.0,6.0,4.5,5.0,,5.0,5.0,,5.0
221,2017 06 01 1,6,7,6.5,3,3,3.0,5.0,5,5.0,4.0,4,4.0,7.0,6.0,6.5,3.0,4.0,3.5,2017 06 01 1,6.0,,6.0,4.0,,4.0,6.0,5.0,5.5,4.0,5.0,4.5,4.0,,4.0,5.0,,5.0
222,2017 06 01 2,6,6,6.0,3,3,3.0,6.0,5,5.5,3.0,3,3.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 06 01 2,2.0,4.0,3.0,7.0,5.0,6.0,6.0,3.0,4.5,6.0,7.0,6.5,,,,,,
223,2017 06 01 3,7,7,7.0,3,3,3.0,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 06 01 3,3.0,,3.0,7.0,,7.0,,,,,,,,,,,,
224,2017 06 01 4,7,7,7.0,3,3,3.0,8.0,7,7.5,4.0,4,4.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 06 01 4,3.0,7.0,5.0,6.0,3.0,4.5,7.0,8.0,7.5,2.0,2.0,2.0,6.0,3.0,4.5,3.0,7.0,5.0
225,2017 06 01 5,7,7,7.0,2,3,2.5,9.0,6,7.5,1.0,3,2.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 06 01 5,,,,,,,6.0,7.0,6.5,2.0,2.0,2.0,6.0,,6.0,4.0,,4.0
226,2017 06 01 6,7,7,7.0,3,3,3.0,5.0,7,6.0,7.0,4,5.5,7.0,7.0,7.0,4.0,4.0,4.0,2017 06 01 6,4.0,,4.0,6.0,,6.0,7.0,,7.0,4.0,,4.0,,,,,,
227,2017 06 01 7,7,7,7.0,1,3,2.0,7.0,6,6.5,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 06 01 7,2.0,6.0,4.0,7.0,3.0,5.0,7.0,7.0,7.0,2.0,2.0,2.0,,,,,,
228,2017 06 01 8,6,6,6.0,7,8,7.5,6.0,5,5.5,10.0,8,9.0,5.0,5.0,5.0,6.0,7.0,6.5,2017 06 01 8,6.0,4.0,5.0,4.0,5.0,4.5,6.0,7.0,6.5,7.0,5.0,6.0,5.0,,5.0,6.0,,6.0
229,2017 06 01 9,6,7,6.5,4,4,4.0,5.0,5,5.0,8.0,7,7.5,5.0,5.0,5.0,4.0,4.0,4.0,2017 06 01 9,3.0,4.0,3.5,8.0,8.0,8.0,8.0,,8.0,4.0,,4.0,,,,,,
230,2017 05 18 0,8,7,7.5,8,8,8.0,3.0,6,4.5,8.0,6,7.0,5.0,6.0,5.5,6.0,6.0,6.0,2017 05 18 0,6.0,7.0,6.5,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,,,,,,
231,2017 05 18 1,4,4,4.0,7,7,7.0,5.0,5,5.0,5.0,7,6.0,5.0,5.0,5.0,7.0,6.0,6.5,2017 05 18 1,5.0,,5.0,4.0,,4.0,6.0,5.0,5.5,5.0,6.0,5.5,5.0,,5.0,5.0,,5.0
232,2017 05 18 2,7,7,7.0,2,3,2.5,7.0,7,7.0,2.0,3,2.5,7.0,7.0,7.0,2.0,3.0,2.5,2017 05 18 2,,,,,,,2.0,,2.0,7.0,,7.0,5.0,3.0,4.0,5.0,5.0,5.0
233,2017 05 18 3,6,7,6.5,4,4,4.0,8.0,4,6.0,3.0,6,4.5,6.0,5.0,5.5,6.0,6.0,6.0,2017 05 18 3,6.0,,6.0,5.0,,5.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,,7.0,5.0,,5.0
234,2017 05 18 4,6,6,6.0,7,4,5.5,7.0,5,6.0,5.0,6,5.5,4.0,5.0,4.5,5.0,5.0,5.0,2017 05 18 4,4.0,5.0,4.5,5.0,3.0,4.0,,,,,,,4.0,,4.0,3.0,,3.0
235,2017 05 18 5,7,7,7.0,8,10,9.0,5.0,5,5.0,9.0,7,8.0,5.0,6.0,5.5,8.0,7.0,7.5,2017 05 18 5,7.0,6.0,6.5,5.0,7.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,3.0,4.0
236,2017 05 18 6,6,7,6.5,3,3,3.0,6.0,6,6.0,4.0,4,4.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 05 18 6,6.0,,6.0,3.0,,3.0,,,,,,,,,,,,
237,2017 05 18 7,7,7,7.0,4,3,3.5,7.0,5,6.0,5.0,5,5.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 05 18 7,6.0,5.0,5.5,4.0,4.0,4.0,,,,,,,,,,,,
238,2017 05 18 8,6,6,6.0,2,2,2.0,7.0,5,6.0,4.0,5,4.5,5.0,6.0,5.5,4.0,4.0,4.0,2017 05 18 8,,,,,,,3.0,6.0,4.5,6.0,3.0,4.5,5.0,5.0,5.0,5.0,6.0,5.5
239,2017 05 18 9,6,6,6.0,8,7,7.5,5.0,6,5.5,5.0,6,5.5,6.0,5.0,5.5,7.0,7.0,7.0,2017 05 18 9,6.0,,6.0,5.0,,5.0,,,,,,,5.0,,5.0,6.0,,6.0
240,2017 05 15 0,6,7,6.5,8,8,8.0,3.0,3,3.0,8.0,6,7.0,4.0,4.0,4.0,6.0,6.0,6.0,2017 05 15 0,5.0,6.0,5.5,6.0,5.0,5.5,5.0,7.0,6.0,7.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0
241,2017 05 15 1,6,7,6.5,7,7,7.0,6.0,6,6.0,6.0,3,4.5,4.0,7.0,5.5,6.0,4.0,5.0,2017 05 15 1,6.0,,6.0,5.0,,5.0,6.0,7.0,6.5,5.0,7.0,6.0,5.0,,5.0,5.0,,5.0
242,2017 05 15 2,7,7,7.0,2,3,2.5,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 05 15 2,7.0,,7.0,3.0,,3.0,7.0,7.0,7.0,3.0,4.0,3.5,6.0,,6.0,5.0,,5.0
243,2017 05 15 3,7,7,7.0,3,3,3.0,8.0,7,7.5,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 05 15 3,,,,,,,3.0,,3.0,6.0,,6.0,5.0,,5.0,5.0,,5.0
244,2017 05 15 4,6,6,6.0,8,8,8.0,6.0,4,5.0,10.0,6,8.0,4.0,5.0,4.5,6.0,7.0,6.5,2017 05 15 4,6.0,5.0,5.5,4.0,5.0,4.5,,,,,,,,,,,,
245,2017 05 15 5,6,6,6.0,8,7,7.5,6.0,5,5.5,9.0,7,8.0,7.0,6.0,6.5,7.0,6.0,6.5,2017 05 15 5,4.0,,4.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,
246,2017 05 15 6,7,6,6.5,7,8,7.5,5.0,5,5.0,8.0,7,7.5,5.0,6.0,5.5,7.0,6.0,6.5,2017 05 15 6,5.0,6.0,5.5,5.0,4.0,4.5,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.5,6.0,5.0,5.5
247,2017 05 15 7,7,7,7.0,3,3,3.0,8.0,7,7.5,2.0,2,2.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 05 15 7,4.0,3.0,3.5,6.0,7.0,6.5,7.0,,7.0,2.0,,2.0,,,,,,
248,2017 05 15 8,8,8,8.0,7,6,6.5,6.0,5,5.5,8.0,7,7.5,6.0,7.0,6.5,7.0,3.0,5.0,2017 05 15 8,6.0,,6.0,6.0,,6.0,6.0,,6.0,7.0,,7.0,,,,,,
249,2017 05 15 9,5,6,5.5,6,6,6.0,4.0,5,4.5,7.0,6,6.5,4.0,4.0,4.0,5.0,6.0,5.5,2017 05 15 9,5.0,,5.0,4.0,,4.0,5.0,5.0,5.0,5.0,6.0,5.5,3.0,,3.0,5.0,,5.0
250,2017 05 10 0,6,7,6.5,10,8,9.0,3.0,2,2.5,9.0,7,8.0,4.0,6.0,5.0,6.0,7.0,6.5,2017 05 10 0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,7.5,8.0,7.0,7.5,7.0,,7.0,8.0,,8.0
251,2017 05 10 1,8,7,7.5,1,3,2.0,8.0,7,7.5,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 05 10 1,3.0,6.0,4.5,6.0,4.0,5.0,2.0,,2.0,6.0,,6.0,,,,,,
252,2017 05 10 2,6,6,6.0,3,3,3.0,8.0,6,7.0,5.0,4,4.5,8.0,7.0,7.5,2.0,3.0,2.5,2017 05 10 2,,,,,,,2.0,6.0,4.0,7.0,2.0,4.5,5.0,,5.0,5.0,,5.0
253,2017 05 10 3,7,8,7.5,2,2,2.0,9.0,6,7.5,0.0,3,1.5,7.0,8.0,7.5,3.0,3.0,3.0,2017 05 10 3,6.0,,6.0,3.0,,3.0,6.0,,6.0,3.0,,3.0,5.0,,5.0,5.0,,5.0
254,2017 05 10 4,6,7,6.5,5,5,5.0,5.0,5,5.0,5.0,6,5.5,6.0,7.0,6.5,6.0,5.0,5.5,2017 05 10 4,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,5.5,5.0,5.0,5.0,,,,,,
255,2017 05 10 5,7,7,7.0,7,8,7.5,10.0,5,7.5,7.0,7,7.0,5.0,6.0,5.5,5.0,6.0,5.5,2017 05 10 5,6.0,,6.0,5.0,,5.0,6.0,,6.0,6.0,,6.0,4.0,,4.0,5.0,,5.0
256,2017 05 10 6,7,7,7.0,0,2,1.0,5.0,5,5.0,4.0,3,3.5,6.0,6.0,6.0,3.0,3.0,3.0,2017 05 10 6,6.0,,6.0,3.0,,3.0,3.0,7.0,5.0,7.0,2.0,4.5,,,,,,
257,2017 05 10 7,7,7,7.0,8,8,8.0,4.0,3,3.5,9.0,7,8.0,7.0,5.0,6.0,7.0,6.0,6.5,2017 05 10 7,6.0,6.0,6.0,7.0,6.0,6.5,7.0,8.0,7.5,8.0,7.0,7.5,,,,,,
258,2017 05 10 8,6,7,6.5,2,2,2.0,5.0,6,5.5,2.0,3,2.5,7.0,6.0,6.5,4.0,3.0,3.5,2017 05 10 8,6.0,,6.0,4.0,,4.0,2.0,2.0,2.0,7.0,7.0,7.0,,,,,,
259,2017 05 10 9,6,7,6.5,8,7,7.5,6.0,5,5.5,9.0,7,8.0,6.0,6.0,6.0,7.0,6.0,6.5,2017 05 10 9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,6.0,5.0,5.5,5.0,6.0,5.5
260,2017 05 05 0,6,6,6.0,2,3,2.5,7.0,6,6.5,3.0,2,2.5,6.0,6.0,6.0,3.0,3.0,3.0,2017 05 05 0,5.0,3.0,4.0,2.0,5.0,3.5,5.0,5.0,5.0,3.0,3.0,3.0,,,,,,
261,2017 05 05 1,6,7,6.5,3,3,3.0,6.0,5,5.5,5.0,5,5.0,6.0,7.0,6.5,4.0,3.0,3.5,2017 05 05 1,2.0,7.0,4.5,7.0,3.0,5.0,,,,,,,3.0,,3.0,7.0,,7.0
262,2017 05 05 2,6,7,6.5,8,6,7.0,7.0,5,6.0,5.0,5,5.0,6.0,6.0,6.0,7.0,6.0,6.5,2017 05 05 2,6.0,6.0,6.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,,,,,,
263,2017 05 05 3,6,6,6.0,7,6,6.5,2.0,4,3.0,10.0,6,8.0,4.0,5.0,4.5,6.0,6.0,6.0,2017 05 05 3,5.0,7.0,6.0,10.0,5.0,7.5,5.0,,5.0,6.0,,6.0,,,,,,
264,2017 05 05 4,9,7,8.0,0,3,1.5,7.0,7,7.0,1.0,3,2.0,8.0,7.0,7.5,3.0,3.0,3.0,2017 05 05 4,,,,,,,7.0,3.0,5.0,5.0,7.0,6.0,,,,,,
265,2017 05 05 5,6,7,6.5,8,8,8.0,5.0,3,4.0,8.0,6,7.0,5.0,5.0,5.0,7.0,6.0,6.5,2017 05 05 5,,,,,,,7.0,8.0,7.5,8.0,7.0,7.5,,,,,,
266,2017 05 05 6,8,7,7.5,2,2,2.0,7.0,6,6.5,2.0,2,2.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 05 05 6,,,,,,,3.0,6.0,4.5,6.0,2.0,4.0,6.0,,6.0,4.0,,4.0
267,2017 05 05 7,6,6,6.0,5,7,6.0,5.0,5,5.0,5.0,5,5.0,4.0,5.0,4.5,6.0,6.0,6.0,2017 05 05 7,5.0,5.0,5.0,4.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
268,2017 05 05 8,7,7,7.0,2,3,2.5,7.0,6,6.5,3.0,4,3.5,6.0,7.0,6.5,3.0,3.0,3.0,2017 05 05 8,,,,,,,6.0,,6.0,2.0,,2.0,4.0,6.0,5.0,6.0,5.0,5.5
269,2017 05 05 9,7,7,7.0,3,3,3.0,7.0,6,6.5,4.0,3,3.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 05 05 9,2.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,7.0,7.0,7.0,4.0,4.0,4.0
270,2017 05 02 0,7,7,7.0,9,8,8.5,6.0,2,4.0,10.0,8,9.0,6.0,7.0,6.5,6.0,7.0,6.5,2017 05 02 0,8.0,6.0,7.0,6.0,7.0,6.5,5.0,7.0,6.0,8.0,9.0,8.5,,,,,,
271,2017 05 02 1,6,6,6.0,8,7,7.5,6.0,5,5.5,8.0,6,7.0,5.0,5.0,5.0,5.0,6.0,5.5,2017 05 02 1,5.0,,5.0,4.0,,4.0,5.0,6.0,5.5,6.0,6.0,6.0,5.0,,5.0,5.0,,5.0
272,2017 05 02 2,7,7,7.0,3,4,3.5,8.0,5,6.5,5.0,5,5.0,7.0,6.0,6.5,3.0,4.0,3.5,2017 05 02 2,6.0,,6.0,3.0,,3.0,7.0,,7.0,2.0,,2.0,6.0,5.0,5.5,5.0,4.0,4.5
273,2017 05 02 3,6,7,6.5,10,10,10.0,6.0,5,5.5,10.0,8,9.0,5.0,5.0,5.0,9.0,7.0,8.0,2017 05 02 3,4.0,6.0,5.0,5.0,5.0,5.0,8.0,7.0,7.5,6.0,5.0,5.5,6.0,,6.0,7.0,,7.0
274,2017 05 02 4,6,6,6.0,8,7,7.5,8.0,5,6.5,6.0,6,6.0,4.0,6.0,5.0,6.0,6.0,6.0,2017 05 02 4,6.0,6.0,6.0,4.0,4.0,4.0,6.0,,6.0,5.0,,5.0,,,,,,
275,2017 05 02 5,6,7,6.5,3,3,3.0,5.0,5,5.0,5.0,4,4.5,7.0,6.0,6.5,4.0,3.0,3.5,2017 05 02 5,,,,,,,5.0,,5.0,3.0,,3.0,4.0,,4.0,5.0,,5.0
276,2017 05 02 6,7,7,7.0,7,7,7.0,6.0,4,5.0,8.0,6,7.0,3.0,5.0,4.0,6.0,6.0,6.0,2017 05 02 6,6.0,,6.0,5.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
277,2017 05 02 7,7,7,7.0,10,8,9.0,6.0,5,5.5,9.0,8,8.5,6.0,6.0,6.0,8.0,6.0,7.0,2017 05 02 7,6.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.5,8.0,6.0,7.0,6.0,,6.0,6.0,,6.0
278,2017 05 02 8,6,6,6.0,4,4,4.0,5.0,5,5.0,7.0,7,7.0,6.0,6.0,6.0,4.0,6.0,5.0,2017 05 02 8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
279,2017 05 02 9,7,7,7.0,6,6,6.0,6.0,5,5.5,2.0,6,4.0,6.0,5.0,5.5,4.0,4.0,4.0,2017 05 02 9,4.0,4.0,4.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,,,,,,
280,2017 04 12 0,6,6,6.0,9,7,8.0,3.0,4,3.5,10.0,7,8.5,5.0,6.0,5.5,7.0,6.0,6.5,2017 04 12 0,6.0,7.0,6.5,5.0,5.0,5.0,5.0,,5.0,7.0,,7.0,,,,,,
281,2017 04 12 1,6,6,6.0,4,4,4.0,7.0,5,6.0,7.0,4,5.5,6.0,6.0,6.0,3.0,3.0,3.0,2017 04 12 1,4.0,5.0,4.5,5.0,4.0,4.5,4.0,6.0,5.0,6.0,4.0,5.0,6.0,,6.0,5.0,,5.0
282,2017 04 12 2,9,8,8.5,10,10,10.0,5.0,3,4.0,9.0,8,8.5,5.0,6.0,5.5,8.0,7.0,7.5,2017 04 12 2,6.0,6.0,6.0,7.0,6.0,6.5,7.0,7.0,7.0,7.0,8.0,7.5,7.0,,7.0,6.0,,6.0
283,2017 04 12 3,7,7,7.0,2,3,2.5,8.0,6,7.0,5.0,3,4.0,7.0,8.0,7.5,3.0,3.0,3.0,2017 04 12 3,5.0,,5.0,4.0,,4.0,4.0,5.0,4.5,5.0,3.0,4.0,4.0,,4.0,4.0,,4.0
284,2017 04 12 4,6,7,6.5,3,3,3.0,5.0,6,5.5,3.0,4,3.5,6.0,5.0,5.5,4.0,4.0,4.0,2017 04 12 4,7.0,6.0,6.5,3.0,3.0,3.0,7.0,7.0,7.0,4.0,3.0,3.5,,,,,,
285,2017 04 12 5,7,7,7.0,9,10,9.5,5.0,3,4.0,9.0,7,8.0,5.0,6.0,5.5,7.0,7.0,7.0,2017 04 12 5,6.0,5.0,5.5,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,,6.0,6.0,,6.0
286,2017 04 12 6,7,7,7.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,4.0,5.0,4.5,2017 04 12 6,6.0,6.0,6.0,5.0,5.0,5.0,6.0,,6.0,4.0,,4.0,5.0,4.0,4.5,5.0,5.0,5.0
287,2017 04 12 7,7,7,7.0,3,4,3.5,7.0,6,6.5,4.0,5,4.5,4.0,5.0,4.5,5.0,4.0,4.5,2017 04 12 7,,,,,,,7.0,,7.0,5.0,,5.0,7.0,6.0,6.5,4.0,4.0,4.0
288,2017 04 12 8,7,7,7.0,2,3,2.5,6.0,5,5.5,2.0,3,2.5,6.0,6.0,6.0,3.0,3.0,3.0,2017 04 12 8,3.0,5.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,3.5,5.0,,5.0,5.0,,5.0
289,2017 04 12 9,6,6,6.0,8,8,8.0,8.0,5,6.5,7.0,6,6.5,6.0,5.0,5.5,6.0,6.0,6.0,2017 04 12 9,6.0,,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,7.0,6.5,5.0,,5.0,5.0,,5.0
290,2017 04 07 0,6,6,6.0,7,8,7.5,6.0,6,6.0,4.0,6,5.0,6.0,6.0,6.0,7.0,6.0,6.5,2017 04 07 0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,6.0,,6.0
291,2017 04 07 1,8,8,8.0,1,1,1.0,8.0,6,7.0,2.0,2,2.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 04 07 1,6.0,5.0,5.5,3.0,3.0,3.0,5.0,2.0,3.5,3.0,6.0,4.5,4.0,,4.0,4.0,,4.0
292,2017 04 07 2,7,7,7.0,0,3,1.5,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 04 07 2,5.0,,5.0,3.0,,3.0,,,,,,,5.0,,5.0,5.0,,5.0
293,2017 04 07 3,7,6,6.5,4,4,4.0,8.0,4,6.0,4.0,5,4.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 04 07 3,5.0,,5.0,4.0,,4.0,5.0,5.0,5.0,4.0,6.0,5.0,,,,,,
294,2017 04 07 4,6,6,6.0,2,2,2.0,8.0,5,6.5,2.0,2,2.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 04 07 4,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.5,7.0,3.0,5.0,4.0,5.0,4.5,5.0,3.0,4.0
295,2017 04 07 5,5,5,5.0,8,6,7.0,2.0,3,2.5,8.0,7,7.5,3.0,4.0,3.5,6.0,6.0,6.0,2017 04 07 5,5.0,,5.0,5.0,,5.0,6.0,7.0,6.5,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0
296,2017 04 07 6,6,6,6.0,3,2,2.5,4.0,6,5.0,5.0,4,4.5,,4.0,,,4.0,,2017 04 07 6,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,5.0,,5.0,5.0,,5.0
297,2017 04 07 7,7,7,7.0,1,2,1.5,8.0,8,8.0,0.0,2,1.0,7.0,8.0,7.5,3.0,2.0,2.5,2017 04 07 7,6.0,6.0,6.0,3.0,3.0,3.0,6.0,6.0,6.0,4.0,3.0,3.5,6.0,,6.0,3.0,,3.0
298,2017 04 07 8,6,6,6.0,6,6,6.0,5.0,5,5.0,6.0,5,5.5,3.0,4.0,3.5,6.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
299,2017 04 07 9,7,6,6.5,9,8,8.5,5.0,5,5.0,5.0,6,5.5,5.0,5.0,5.0,6.0,7.0,6.5,2017 04 07 9,6.0,,6.0,5.0,,5.0,,,,,,,6.0,,6.0,5.0,,5.0
300,2017 03 23 0,7,6,6.5,4,7,5.5,5.0,4,4.5,9.0,6,7.5,6.0,6.0,6.0,5.0,6.0,5.5,2017 03 23 0,,,,,,,5.0,5.0,5.0,5.0,6.0,5.5,,,,,,
301,2017 03 23 1,7,8,7.5,7,7,7.0,3.0,2,2.5,7.0,6,6.5,7.0,6.0,6.5,7.0,7.0,7.0,2017 03 23 1,4.0,5.0,4.5,6.0,4.0,5.0,5.0,,5.0,6.0,,6.0,,,,,,
